cidade,uf,servico,valor_mensal,capacidade_mb,vigencia_meses,ip_fixo,interface
Araraquara / Sp (Arq),SP,IP DEDICADO,750.0,60,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,480.0,10,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,600.0,50,0,0,FIBRA
Presidente Prudente / Sp (Ppe),SP,IP DEDICADO,800.0,100,0,0,FIBRA
Jandira / Sp (Jad),SP,IP DEDICADO,0.0,200,0,0,FIBRA
Pinhais / Pr (Pnis),PR,IP DEDICADO,249.9,4,0,0,RÃDIO
Monte Carmelo / Mg (Moo),MG,IP BANDA LARGA,190.0,100,0,0,FIBRA
Dom Feliciano / Rs (Dmf),RS,IP BANDA LARGA,149.0,50,0,0,FIBRA
Dom Feliciano / Rs (Dmf),RS,IP BANDA LARGA,172.5,200,0,0,FIBRA
Sao Luis De Montes Belos / Go (Slb),GO,IP BANDA LARGA,149.9,100,0,0,FIBRA
Sao Luis De Montes Belos / Go (Slb),GO,IP BANDA LARGA,149.9,100,0,,FIBRA
Sao Luis De Montes Belos / Go (Slb),GO,IP BANDA LARGA,149.9,100,0,0,FIBRA
Juscimeira / Mt (Jia),MT,IP BANDA LARGA,135.0,50,0,0,FIBRA
Juscimeira / Mt (Jia),MT,IP BANDA LARGA,135.0,50,0,0,FIBRA
Derrubadas / Rs (Deru),RS,IP DEDICADO,200.0,25,0,0,FIBRA
Contagem / Mg (Cem),MG,IP DEDICADO,0.0,300,0,0,FIBRA
Uberaba / Mg (Ura),MG,IP DEDICADO,940.0,45,0,0,RÃDIO
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,700.0,100,0,0,FIBRA
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,450.0,100,0,0,FIBRA
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,0.0,300,0,0,FIBRA
Uberaba / Mg (Ura),MG,IP DEDICADO,0.0,50,0,0,FIBRA
Dianopolis / To (Dis),TO,IP DEDICADO,250.0,25,0,0,FIBRA
Alto Taquari / Mt (Aou),MT,IP BANDA LARGA,260.0,10,0,0,FIBRA
Prata / Mg (Prt),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Montes Claros / Mg (Mcl),MG,IP DEDICADO,600.0,50,0,0,FIBRA
Varginha / Mg (Vga),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Lavras / Mg (Lav),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Itauna / Mg (Ian),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Itajuba / Mg (Ija),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Tres Coracoes / Mg (Tcs),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Montes Claros / Mg (Mcl),MG,IP DEDICADO,500.0,20,0,0,FIBRA
Passos / Mg (Pso),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Itanhandu / Mg (Itd),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Benevides / Pa (Bvs),PA,IP DEDICADO,900.0,50,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,200.0,7,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,0.0,50,0,0,FIBRA
Sao Francisco De Assis / Rs (Sfc),RS,IP DEDICADO,200.0,10,0,,FIBRA
Igarassu / Pe (Iss),PE,IP DEDICADO,350.0,10,0,,FIBRA
Camaqua / Rs (Cam),RS,IP DEDICADO,299.9,20,0,0,FIBRA
Eldorado Do Sul / Rs (Esu),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Camaqua / Rs (Cam),RS,L2L LAST MILE,249.9,10,0,0,FIBRA
Camaqua / Rs (Cam),RS,L2L LAST MILE,249.9,10,0,0,FIBRA
Guaiba / Rs (Gub),RS,L2L LAST MILE,199.9,10,0,0,FIBRA
Eldorado Do Sul / Rs (Esu),RS,L2L LAST MILE,199.9,10,0,0,FIBRA
Tabapora / Mt (Tbra),MT,IP BANDA LARGA,190.0,150,0,0,FIBRA
Goiania / Go (Gna),GO,IP BANDA LARGA,189.9,300,0,0,FIBRA
Trindade / Go (Tda),GO,IP BANDA LARGA,189.9,300,0,0,FIBRA
Senador Canedo / Go (Scq),GO,IP BANDA LARGA,189.9,300,0,0,FIBRA
Feira De Santana / Ba (Fsa),BA,IP DEDICADO,599.9,50,0,0,FIBRA
Maranguape / Ce (Mue),CE,IP DEDICADO,250.0,25,0,0,FIBRA
Mineiros / Go (Mni),GO,IP BANDA LARGA,200.0,330,0,0,FIBRA
Divinopolis / Mg (Dvl),MG,IP DEDICADO,950.0,50,0,,RÃDIO
Sidrolandia / Ms (Sdn),MS,IP BANDA LARGA,149.8,220,0,0,FIBRA
Silvania / Go (Sva),GO,IP BANDA LARGA,179.9,500,0,,FIBRA
Vianopolis / Go (Vls),GO,IP BANDA LARGA,179.9,500,0,0,FIBRA
Orizona / Go (Ozn),GO,IP BANDA LARGA,179.9,500,0,0,FIBRA
Caldas Novas / Go (Clv),GO,IP BANDA LARGA,189.9,500,0,0,FIBRA
Foz Do Iguacu / Pr (Foz),PR,IP BANDA LARGA,257.4,400,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,480.0,10,0,0,FIBRA
Cajamar / Sp (Cjr),SP,IP DEDICADO,530.0,25,0,0,FIBRA
Arapongas / Pr (Aps),PR,IP DEDICADO,369.0,25,0,0,FIBRA
Carambei / Pr (Cbq),PR,L2L LAST MILE,700.0,45,0,0,FIBRA
Paranagua / Pr (Png),PR,IP DEDICADO,0.0,80,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,0.0,100,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,0.0,100,0,,FIBRA
Cascavel / Pr (Csc),PR,IP DEDICADO,699.9,20,0,0,FIBRA
Guarapuava / Pr (Grp),PR,IP DEDICADO,0.0,50,0,0,FIBRA
Porto Franco / Ma (Pfn),MA,IP DEDICADO,500.0,10,0,0,FIBRA
Senador Canedo / Go (Scq),GO,IP BANDA LARGA,189.9,100,0,0,FIBRA
Vale Verde / Rs (Vevr),RS,L2L LAST MILE,200.0,50,0,0,FIBRA
Igarassu / Pe (Iss),PE,IP DEDICADO,650.0,50,0,0,FIBRA
Caruaru / Pe (Cru),PE,IP DEDICADO,450.0,20,0,0,FIBRA
Nova Venecia / Es (Nvi),ES,IP DEDICADO,600.0,100,0,0,FIBRA
Sorriso / Mt (Ssz),MT,IP BANDA LARGA,350.0,600,0,0,FIBRA
Nova Ubirata / Mt (Naun),MT,IP BANDA LARGA,350.0,600,0,0,FIBRA
Aracariguama / Sp (Arem),SP,IP DEDICADO,750.0,4,0,0,RÃDIO
Paulinia / Sp (Pla),SP,IP DEDICADO,500.0,100,0,0,FIBRA
Montes Claros / Mg (Mcl),MG,IP DEDICADO,800.0,50,0,,RÃDIO
Xangri-La / Rs (Xnla),RS,IP DEDICADO,200.0,500,0,0,FIBRA
Aquiraz / Ce (Aqz),CE,IP DEDICADO,250.0,50,0,0,FIBRA
Alta Floresta D\'Oeste / Ro (Aft),RO,IP BANDA LARGA,170.0,200,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,800.0,50,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,0.0,100,0,0,FIBRA
Nova Iguacu / Rj (Niu),RJ,IP DEDICADO,300.0,6,0,0,FIBRA
Garruchos / Rs (Garh),RS,IP DEDICADO,199.0,80,0,0,FIBRA
Garruchos / Rs (Garh),RS,IP DEDICADO,341.0,150,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,120.0,240,0,,FIBRA
Paragominas / Pa (Pgn),PA,IP BANDA LARGA,129.0,200,0,0,FIBRA
Maria Da Fe / Mg (Mfe),MG,IP BANDA LARGA,139.9,100,0,0,FIBRA
Itapecerica Da Serra / Sp (Ics),SP,IP DEDICADO,800.0,50,0,0,FIBRA
Lavrinhas / Sp (Lvn),SP,IP DEDICADO,0.0,4,0,0,RÃDIO
Sao Miguel Dos Campos / Al (Smm),AL,IP DEDICADO,0.0,30,0,0,RÃDIO
Sidrolandia / Ms (Sdn),MS,IP BANDA LARGA,190.0,220,0,0,FIBRA
Bonito / Ms (Bto),MS,IP BANDA LARGA,190.0,220,0,0,FIBRA
Aquidauana / Ms (Aua),MS,IP BANDA LARGA,190.0,220,0,0,FIBRA
Anastacio / Ms (Anc),MS,IP BANDA LARGA,190.0,220,0,0,FIBRA
Cachoeira Do Sul / Rs (Ccr),RS,IP DEDICADO,250.0,10,0,0,RÃDIO
Salvador / Ba (Sdr),BA,IP DEDICADO,800.0,50,0,0,FIBRA
Salvador / Ba (Sdr),BA,IP DEDICADO,550.0,15,0,0,FIBRA
Lauro De Freitas / Ba (Lfs),BA,IP DEDICADO,0.0,100,0,0,FIBRA
Mucuri / Ba (Mui),BA,IP DEDICADO,700.0,12,0,0,FIBRA
Bento Goncalves / Rs (Bgv),RS,IP BANDA LARGA,220.0,100,0,0,FIBRA
Itaperuna / Rj (Ira),RJ,IP DEDICADO,800.0,50,0,0,FIBRA
Itabira / Mg (Iba),MG,IP DEDICADO,250.0,22,0,0,FIBRA
Sumare / Sp (Sum),SP,IP DEDICADO,521.0,10,0,0,FIBRA
Pinhal Grande / Rs (Pigr),RS,IP DEDICADO | IP BANDA LARGA,189.9,100,0,/32,FIBRA
Bertioga / Sp (Bert),SP,IP DEDICADO,450.0,10,0,0,FIBRA
Quirinopolis / Go (Qnp),GO,IP BANDA LARGA,129.8,400,0,0,FIBRA
Alegrete / Rs (Alg),RS,IP DEDICADO,200.0,10,0,0,FIBRA
Alegrete / Rs (Alg),RS,IP DEDICADO,200.0,5,0,0,FIBRA
Alegrete / Rs (Alg),RS,IP DEDICADO,600.0,50,0,0,FIBRA
Alegrete / Rs (Alg),RS,IP DEDICADO,350.0,25,0,0,FIBRA
Alegrete / Rs (Alg),RS,IP DEDICADO,200.0,10,0,0,FIBRA
Concordia / Sc (Cda),SC,IP DEDICADO,280.0,12,0,0,FIBRA
Chui / Rs (Chui),RS,IP DEDICADO,600.0,10,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP DEDICADO,400.0,20,0,0,FIBRA
Criciuma / Sc (Cua),SC,IP DEDICADO,300.0,12,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Florianopolis / Sc (Fns),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Chapeco / Sc (Cco),SC,IP DEDICADO,700.0,100,0,0,FIBRA
Sao Simao / Go (Ssm),GO,IP DEDICADO,260.0,20,0,0,FIBRA
Amambai / Ms (Amb),MS,IP BANDA LARGA,150.0,80,0,0,FIBRA
Ananindeua / Pa (Aiu),PA,IP DEDICADO,600.0,10,0,0,FIBRA
Ananindeua / Pa (Aiu),PA,IP DEDICADO,600.0,10,0,0,FIBRA
Ananindeua / Pa (Aiu),PA,IP DEDICADO,0.0,300,0,0,FIBRA
Ananindeua / Pa (Aiu),PA,IP DEDICADO,0.0,300,0,0,FIBRA
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,450.0,20,0,0,RÃDIO
Nova Ponte / Mg (Nvn),MG,IP DEDICADO,0.0,20,0,0,RÃDIO
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,0.0,300,0,0,FIBRA
Itapira / Sp (Iia),SP,IP DEDICADO,300.0,10,0,,FIBRA
Mineiros / Go (Mni),GO,IP DEDICADO,100.0,10,0,0,FIBRA
Cabedelo / Pb (Cbd),PB,IP DEDICADO,300.0,10,0,,FIBRA
Ibitinga / Sp (Iyg),SP,IP DEDICADO,800.0,100,0,0,FIBRA
Sao Jose Dos Pinhais / Pr (Sjp),PR,IP DEDICADO,550.0,30,0,0,FIBRA
Agudos Do Sul / Pr (Adu),PR,IP DEDICADO,356.0,25,0,0,FIBRA
Faxinal Do Soturno / Rs (Fxo),RS,IP DEDICADO,349.0,10,0,0,FIBRA
Pouso Redondo / Sc (Puo),SC,IP DEDICADO,299.0,100,0,0,FIBRA
Pouso Redondo / Sc (Puo),SC,IP DEDICADO,249.9,50,0,0,FIBRA
Encruzilhada Do Sul / Rs (Esl),RS,IP DEDICADO,500.0,50,0,0,RÃDIO
Candelaria / Rs (Cnd),RS,IP DEDICADO,500.0,15,0,0,FIBRA
Boa Vista / Rr (Bva),RR,IP DEDICADO,560.0,5,0,0,FIBRA
Rio Casca / Mg (Rca),MG,IP BANDA LARGA,209.9,100,0,,FIBRA
Bom Jesus Da Lapa / Ba (Bmp),BA,IP DEDICADO,0.0,12,12,,FIBRA
Mundo Novo / Ms (Muv),MS,IP BANDA LARGA,139.9,100,0,,FIBRA
Navirai / Ms (Nvr),MS,IP DEDICADO,450.0,10,0,,FIBRA
Bom Retiro / Sc (Bmr),SC,IP DEDICADO,249.0,50,0,,FIBRA
Capitao / Rs (Cpit),RS,L2L LAST MILE,150.0,20,0,,FIBRA
Travesseiro / Rs (Trae),RS,IP BANDA LARGA,199.0,100,0,,FIBRA
Pouso Novo / Rs (Puv),RS,IP DEDICADO,169.0,100,0,,FIBRA
Pouso Novo / Rs (Puv),RS,IP DEDICADO,169.0,100,0,,FIBRA
Matipo / Mg (Mtp),MG,IP DEDICADO,250.0,10,0,,FIBRA
Sao Francisco De Itabapoana / Rj (Sfia),RJ,IP BANDA LARGA,149.99,100,0,,FIBRA
Barra Do Garcas / Mt (Bag),MT,IP BANDA LARGA,219.0,100,0,,FIBRA
Caete / Mg (Cet),MG,IP BANDA LARGA,249.9,100,0,0,FIBRA
Urucui / Pi (Uuc),PI,IP DEDICADO,600.0,10,0,0,FIBRA
Teofilo Otoni / Mg (Tot),MG,IP DEDICADO,400.0,50,0,0,FIBRA
Teofilo Otoni / Mg (Tot),MG,IP DEDICADO,500.0,50,0,0,FIBRA
Indianopolis / Mg (Ido),MG,IP DEDICADO,0.0,50,0,0,RÃDIO
Pompeu / Mg (Ppu),MG,IP BANDA LARGA,169.9,100,0,0,FIBRA
Dores Do Indaia / Mg (Ddi),MG,IP BANDA LARGA,169.9,100,0,0,FIBRA
Santa Maria / Rs (Sma),RS,IP DEDICADO,0.0,30,0,0,FIBRA
Mar De Espanha / Mg (Meh),MG,IP DEDICADO,640.0,50,0,0,FIBRA
Antonio Carlos / Mg (Aoo),MG,IP DEDICADO,640.0,50,0,0,FIBRA
Capao Da Canoa / Rs (Kdk),RS,L2L LAST MILE,0.0,10,0,0,FIBRA
Osorio / Rs (Osr),RS,L2L LAST MILE,0.0,10,0,0,FIBRA
Torres / Rs (Tes),RS,L2L LAST MILE,0.0,10,0,0,FIBRA
Osorio / Rs (Osr),RS,L2L LAST MILE,0.0,10,0,0,FIBRA
Santo Antonio Da Patrulha / Rs (Son),RS,L2L LAST MILE,262.5,10,0,0,FIBRA
Terra De Areia / Rs (Tae),RS,L2L LAST MILE,735.0,50,0,,FIBRA
Joao Pessoa / Pb (Jpa),PB,IP DEDICADO,600.0,32,0,0,FIBRA
Atibaia / Sp (Aia),SP,IP DEDICADO,500.0,50,0,0,FIBRA
Muriae / Mg (Mre),MG,IP BANDA LARGA,200.0,200,0,0,FIBRA
Pirapetinga / Mg (Ppn),MG,IP BANDA LARGA,184.9,100,0,0,FIBRA
Iturama / Mg (Itm),MG,IP BANDA LARGA,128.0,100,0,0,FIBRA
Itabaiana / Se (Int),SE,IP DEDICADO,350.0,10,0,0,FIBRA
Santa Fe De Goias / Go (Sfz),GO,IP BANDA LARGA,100.0,200,0,0,FIBRA
Jussara / Go (Jus),GO,IP BANDA LARGA,100.0,200,0,0,FIBRA
Ribeirao Preto / Sp (Rpo),SP,IP DEDICADO,500.0,10,0,0,FIBRA
Presidente Prudente / Sp (Ppe),SP,IP DEDICADO,0.0,50,0,,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.0,500,0,0,FIBRA
Salinas / Mg (Sln),MG,IP BANDA LARGA,169.9,350,0,0,FIBRA
Guararema / Sp (Grm),SP,IP DEDICADO,800.0,20,0,0,FIBRA
Guararema / Sp (Grm),SP,IP DEDICADO,350.0,2,0,0,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,480.0,2,0,0,RÃDIO
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,299.9,5,0,0,FIBRA
Limeira / Sp (Lra),SP,IP DEDICADO,330.0,5,0,0,RÃDIO
Cabo De Santo Agostinho / Pe (Cbo),PE,IP DEDICADO,400.0,10,0,0,RÃDIO
Recife / Pe (Rce),PE,IP DEDICADO,400.0,10,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,635.0,150,0,0,FIBRA
Indaiatuba / Sp (Idu),SP,IP DEDICADO,974.0,30,0,0,FIBRA
Osasco / Sp (Oco),SP,IP DEDICADO,312.33,50,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.0,100,0,0,FIBRA
Louveira / Sp (Lou),SP,IP DEDICADO,991.0,10,0,0,FIBRA
Sao Bernardo Do Campo / Sp (Sbo),SP,IP DEDICADO,760.0,10,0,,FIBRA
Embu Das Artes / Sp (Emb),SP,IP DEDICADO,600.0,10,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,818.0,150,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,500.0,22,0,0,FIBRA
Campinas / Sp (Cas),SP,IP DEDICADO,607.0,22,0,,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,350.0,15,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,350.0,15,0,0,FIBRA
Curitiba / Pr (Cta),PR,IP DEDICADO,350.0,15,0,0,FIBRA
Pinhais / Pr (Pnis),PR,IP DEDICADO,350.0,15,0,0,FIBRA
Capao Do Leao / Rs (Kpl),RS,IP DEDICADO,150.0,15,0,0,RÃDIO
Mogi Mirim / Sp (Mmm),SP,IP DEDICADO,0.0,50,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,850.0,65,0,0,FIBRA
Dourados / Ms (Dos),MS,IP DEDICADO,850.0,100,0,0,FIBRA
Itapora / Ms (Itp),MS,IP DEDICADO,200.0,10,0,0,FIBRA
Encruzilhada Do Sul / Rs (Esl),RS,IP BANDA LARGA,190.0,100,0,0,FIBRA
Encruzilhada Do Sul / Rs (Esl),RS,IP DEDICADO,250.0,15,0,0,FIBRA
Brumado / Ba (Brm),BA,IP DEDICADO,300.0,10,0,,FIBRA
Palmeiras De Goias / Go (Pgs),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Anicuns / Go (Anu),GO,IP DEDICADO,300.0,10,0,0,FIBRA
Borda Da Mata / Mg (Bdm),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Jacutinga / Mg (Jta),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Ouro Fino / Mg (Ouf),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Andradas / Mg (Ana),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Pirassununga / Sp (Pag),SP,IP DEDICADO,180.0,12,0,0,FIBRA
Guanhaes / Mg (Ghe),MG,IP DEDICADO,299.9,10,0,0,FIBRA
Flores Da Cunha / Rs (Fca),RS,IP DEDICADO,300.0,30,0,0,FIBRA
Triunfo / Rs (Trf),RS,IP DEDICADO,0.0,10,0,0,FIBRA
Triunfo / Rs (Trf),RS,IP DEDICADO,0.0,10,0,0,FIBRA
Sertao Santana / Rs (Sesa),RS,IP DEDICADO,290.0,22,0,0,FIBRA
Barra Do Ribeiro / Rs (Bro),RS,IP DEDICADO,500.0,20,0,0,FIBRA
Barra Bonita / Sp (Bbn),SP,IP DEDICADO,0.0,220,0,0,FIBRA
Montenegro / Rs (Mgo),RS,IP DEDICADO,0.0,50,0,0,FIBRA
Marata / Rs (Mrat),RS,L2L LAST MILE,200.0,20,0,0,FIBRA
Portao / Rs (Pto),RS,IP DEDICADO,200.0,10,0,0,FIBRA
Itupeva / Sp (Itv),SP,IP DEDICADO,0.0,52,0,0,RÃDIO
Lauro De Freitas / Ba (Lfs),BA,IP BANDA LARGA,99.9,200,0,0,FIBRA
Tobias Barreto / Se (Tbb),SE,IP DEDICADO,200.0,10,0,0,FIBRA
Coxilha / Rs (Coxl),RS,IP DEDICADO,0.0,30,0,0,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,530.0,60,0,0,FIBRA
Indiara / Go (Idr),GO,IP BANDA LARGA,149.9,1000,0,0,FIBRA
Guapo / Go (Gpo),GO,IP BANDA LARGA,149.9,1000,0,0,FIBRA
Acreuna / Go (Aeu),GO,IP BANDA LARGA,149.9,100,0,0,FIBRA
Parauna / Go (Pnx),GO,IP BANDA LARGA,149.9,1000,0,0,FIBRA
Rolim De Moura / Ro (Rmm),RO,IP BANDA LARGA,500.0,100,0,0,FIBRA
Rolim De Moura / Ro (Rmm),RO,IP BANDA LARGA,119.9,250,0,0,FIBRA
Itatiaiucu / Mg (Iat),MG,IP BANDA LARGA,159.9,100,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,800.0,50,0,0,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,0.0,100,0,0,RÃDIO
Petropolis / Rj (Pts),RJ,IP DEDICADO,728.0,200,0,0,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,900.0,50,0,0,RÃDIO
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,700.0,50,0,0,FIBRA
Mozarlandia / Go (Mza),GO,IP BANDA LARGA,280.0,200,0,0,FIBRA
Nova Crixas / Go (Ncs),GO,IP BANDA LARGA,280.0,200,0,0,FIBRA
Goias / Go (Goa),GO,IP BANDA LARGA,130.0,200,0,0,FIBRA
Rio Paranaiba / Mg (Rpa),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Carmo Do Paranaiba / Mg (Cmi),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Sao Gotardo / Mg (Sgt),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Cruzeiro Do Sul / Rs (Czr),RS,IP DEDICADO,199.0,100,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,650.0,4,0,0,FIBRA
Cachoeiro De Itapemirim / Es (Cim),ES,IP DEDICADO,0.0,100,0,0,FIBRA
Sao Goncalo / Rj (Sgo),RJ,IP DEDICADO,600.0,20,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,750.0,50,0,0,RÃDIO
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO,528.0,10,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,900.0,50,0,0,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,450.0,4,0,0,RÃDIO
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,550.0,20,0,0,FIBRA
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,550.0,20,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,700.0,10,0,0,FIBRA
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO,160.0,4,0,0,RÃDIO
Duque De Caxias / Rj (Dqx),RJ,IP DEDICADO,528.0,10,0,0,RÃDIO
Belford Roxo / Rj (Bero),RJ,IP DEDICADO,0.0,100,0,0,FIBRA
Rio De Janeiro / Rj (Rjo),RJ,IP DEDICADO,650.0,4,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,650.0,20,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,800.0,62,0,0,FIBRA
Pinheirinho Do Vale / Rs (Pinn),RS,IP DEDICADO,200.0,22,0,0,FIBRA
Entre Rios Do Sul / Rs (Eri),RS,IP DEDICADO,249.9,25,0,,FIBRA
Horizontina / Rs (Hza),RS,IP DEDICADO,249.5,7,0,0,FIBRA
Boa Vista Do Burica / Rs (Btb),RS,IP DEDICADO,250.0,22,0,0,FIBRA
Humaita / Rs (Hua),RS,IP DEDICADO,250.0,22,0,0,FIBRA
Camaqua / Rs (Cam),RS,IP DEDICADO,580.0,12,0,0,FIBRA
Sorriso / Mt (Ssz),MT,IP BANDA LARGA,169.9,25,0,0,FIBRA
Vale Do Sol / Rs (Vsl),RS,IP DEDICADO,200.0,22,0,0,FIBRA
Paraiso Do Sul / Rs (Pxs),RS,IP DEDICADO,200.0,22,0,0,FIBRA
Xinguara / Pa (Xga),PA,IP DEDICADO,0.0,45,0,0,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,500.0,20,0,0,FIBRA
Mogi Das Cruzes / Sp (Mcz),SP,IP DEDICADO,350.0,5,0,0,FIBRA
Barracao / Rs (Bco),RS,IP DEDICADO,0.0,10,0,0,FIBRA
Lagoa Vermelha / Rs (Lvh),RS,IP BANDA LARGA,180.0,200,0,0,FIBRA
Sao Jose Do Ouro / Rs (Sou),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Sao Jose Do Ouro / Rs (Sou),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Machadinho / Rs (Mhh),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Esmeralda / Rs (Esd),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Cacique Doble / Rs (Cqd),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Cacique Doble / Rs (Cqd),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Barracao / Rs (Bco),RS,IP DEDICADO,189.0,100,0,0,FIBRA
Araxa / Mg (Axa),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Araxa / Mg (Axa),MG,IP BANDA LARGA,200.0,100,0,0,FIBRA
Campo Grande / Ms (Cpe),MS,IP BANDA LARGA,200.0,100,0,0,FIBRA
Campo Grande / Ms (Cpe),MS,IP BANDA LARGA,200.0,100,0,0,FIBRA
Tubarao / Sc (Tro),SC,IP DEDICADO,0.0,65,0,0,RÃDIO
Itapagipe / Mg (Igy),MG,IP DEDICADO,300.0,10,0,0,FIBRA
Candido Godoi / Rs (Cyg),RS,IP BANDA LARGA,140.0,100,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,350.0,4,0,0,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,0.0,200,0,0,RÃDIO
Campo Novo Do Parecis / Mt (Czn),MT,IP BANDA LARGA,179.9,350,0,0,FIBRA
Tramandai / Rs (Tri),RS,IP DEDICADO,249.9,50,0,0,FIBRA
Uniao Da Vitoria / Pr (Uva),PR,IP BANDA LARGA,199.9,200,0,0,FIBRA
Boqueirao Do Leao / Rs (Bql),RS,IP BANDA LARGA,209.0,100,0,0,FIBRA
Progresso / Rs (Prq),RS,IP DEDICADO,209.0,100,0,0,FIBRA
Rio Verde / Go (Rvd),GO,IP BANDA LARGA,200.0,200,0,0,FIBRA
Feira De Santana / Ba (Fsa),BA,IP DEDICADO,300.0,15,0,0,RÃDIO
Humaita / Am (Hut),AM,IP BANDA LARGA,230.0,50,0,0,FIBRA
Parauapebas / Pa (Pup),PA,IP DEDICADO,500.0,4,12,0,RÃDIO
Pomerode / Sc (Pod),SC,IP DEDICADO,199.9,25,0,0,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,0.0,1000,0,0,FIBRA
Sao Goncalo Do Sapucai / Mg (Sgs),MG,IP BANDA LARGA,130.0,150,0,0,FIBRA
Pocoes / Ba (Pce),BA,IP DEDICADO,950.0,10,0,0,FIBRA
